username,review,rating,date,Angry,Haha,Like,Love,Sad,Wow,gender,location
profile.php?id=100014209260726,Koun l9it 0 n3tiha likom kedaba ,1,2017-11-24 00:31:00,0,0,2,0,0,0,N/A,N/A
profile.php?id=100014461957451,j ai achete un injoo qui et tombe en panne apres 1 moi   Ce n est qu apre 4 mois que j ai pu joinde le sav   On ma retorne le portable toujours en panne  Ca m a laisse une mauvaise impression  Desole,3,2017-11-18 21:47:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100014535542594,Pfffff     See More ,1,2017-11-04 00:36:00,0,0,1,0,0,0,N/A,N/A
profile.php?id=100014595339213,zwiiiiiiiiina rkhaaaa o atmina zwininn ,5,2017-11-09 23:48:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100014627347653,Null 0 0 Null 0 0 Null 0 0 ,1,2017-11-25 21:56:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100014875176998,tooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooop,5,2017-11-19 00:42:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100015246887283,Nuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuulllllllllllllllllllllllllllle ,1,2017-11-15 11:54:00,0,0,1,0,0,0,N/A,N/A
profile.php?id=100015263268898,Arnaques arnaques arnaques arnaques ,1,2017-11-25 21:40:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100015264191735,nul       ,1,2017-11-29 16:17:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100015268544098,comme لخرى                                           ,1,2017-11-27 23:11:00,0,1,0,0,0,0,N/A,N/A
profile.php?id=100015286725752,بصراحة بجب محاربة الشركة من داخل موقعها التجاري بمعنى آخر التعلقات يجب ان توضح للزائر مدى استغباء الشركة لعقول المغاربة مع مدح الشركات المنافسة لها داخل المملكة وخارجها  خلق ارضية تتناسل عليها تعليقات اشهارية للشركات ذات نفس الطابع التجاري   داخل موقع جوميا وأهم شيء رفع شكاية للشركة الأم  على ما أعتقد بفرنسا  لايهم اللغة بقدر مايهم الرسالة نفسها توضح مدى التلاعب ب مصداقية الشركة الأم لدى المواطن المغربي ,1,2017-11-24 20:01:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100015877663441,سلام الله عليكم واش نقدر نلقا عندكم هاد الدواء SPANICH FLY ,4,2017-11-01 02:10:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100016080676006,du n importe quoi votre charabia ,1,2017-11-24 15:15:00,0,1,0,0,0,0,N/A,N/A
profile.php?id=100016462092759,Cheffara onkeddaba tiiiit ,1,2017-11-26 00:09:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100016550317730,مجرد نصابة و كذابة   ألف اشهار و ملي جينا البارح مكاين والو ,1,2017-11-24 10:53:00,0,0,1,0,0,0,N/A,N/A
profile.php?id=100016650907460,اسوء شركة رأيتها في حياتي كدابون منافقون ليست لديهم نزاهة ,1,2017-11-29 11:07:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100017022038779,Vous êtes des tricheurs tfooo  3yina nbrko 3la acheter ontouma katblokiw site     ,1,2017-11-24 00:25:00,1,0,0,0,0,0,N/A,N/A
profile.php?id=100017493939218,merci toujour j ami cette annoncé ,4,2017-11-17 20:39:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100017801372689,Des arnaques            ,1,2017-11-25 08:58:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100017928424670,Vous êtes nul  Très très très très très très nul ,1,2017-11-24 14:22:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100018313007832,Nsaba nsbo 3lia f tilifone s2  ,1,2017-11-23 11:36:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100018698807289,نصابة براكة متفلاو على عباد الله اللع يلعنكم تفوووو عمر لعرب ميطفروه حيت ديما لكذوب ,1,2017-11-24 11:50:00,0,0,1,0,0,0,N/A,N/A
profile.php?id=100018954738064,NUL VOUS ETEZ DES GRANDS MONTEURE ,1,2017-11-27 19:22:00,0,0,1,0,0,0,N/A,N/A
profile.php?id=100019357660006,Excellent service prix pas chère je viens de recevoir mon colis intacte rien à dire ,5,2017-11-19 15:19:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100019550443172,شركة نصابة تبيع الوهم للمغاربة إياكم والتعامل معها ,1,2017-11-24 18:22:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100019594399242,Abna hramya khasna kamlin kifma dhko 3lina hta hna la3bo m3hahm chwya lkol irizrfi omli ijboha irdha,1,2017-11-24 01:52:00,0,0,2,0,0,0,N/A,N/A
profile.php?id=100019628926069,                      ,1,2017-11-25 09:24:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100020004754588,Tfooo ma charika mawalo  Kdabaaaaaa ,1,2017-11-25 19:59:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100021736963240,Nuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuul ,1,2017-11-27 04:32:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100022317691773,Je suis heureuse d être parmi vous client merci beaucoup Jumia ,5,2017-11-25 17:42:00,0,0,0,1,0,0,N/A,N/A
profile.php?id=100022355028969,Akbar wlad l97ab homa had jumia bla ma tb9aw tsnaw tal 00 00 wlh makayna chi haja ghir kitmargno b bnadem     ,1,2017-11-24 13:02:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100022474031790,كلشي غي طنز ,1,2017-11-24 00:15:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100022763868207,يجب صراحة متابعتكم قضاءيا بتهم النصب و الاحتيال على عباد الله اللي ضحكتو عليهم   اليوم فقدتم تقة الشباب فيكم و سمعتكم من اجل المال و الطمع  لا مبرر لكم تفرشتو يا الشفارة ,1,2017-11-24 23:28:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100023023338747,ghir zwamel o chfara   wa7ed lkhaybou3a dayrinha tathder wjha dayer b7ala tatgless 3lih,1,2017-11-26 00:00:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=100023140605173,Une bande de minables et d escrots   vous moquez des gens et vous sentiez que vous êtes des génies avec cette maniére d arnaquer et de frauder  Ps   je vais dire à tous mes amies et aux membres de ma famille de vous jamais faire confiance et de jamais acheter de chez vous  ,1,2017-11-24 21:47:00,0,0,1,0,0,0,N/A,N/A
profile.php?id=1274227671,des mal honnête  tricheurs  bel 3arbiya KEDABAAAAA KBAAAAAR bezaf 3likom Black Friday  Golo Jomo3a Kahla,1,2017-11-24 21:29:00,0,0,3,0,0,0,N/A,N/A
profile.php?id=1328536642,Null ,1,2017-11-24 19:26:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=1331105362,arnaque sur black friday de 1ere classe ,1,2017-11-24 07:28:00,0,0,1,0,0,0,N/A,N/A
profile.php?id=1373427167,النصب و الاحتيال و نشر معلومات مغلوطة من أول و أكبر شركة للتجارة الالكترونية في المغرب و في إفريقيا شركة لها وزنها و مكانتها و لديها جهاز اداري و اخر تسويقي تقوم بحملات اشهارية عبر التلفاز و الانترنت لتسوق لنا الكدب و الاستهزاء بعقول الناس   في انعدام تام للمسؤولية و المصداقية   ,1,2017-11-24 00:59:00,0,0,6,0,0,0,N/A,N/A
profile.php?id=1458278384,Scammers                                           ,1,2017-11-25 11:57:00,0,0,0,0,0,0,N/A,N/A
profile.php?id=1473298397,Vous n avez pas les moyens de vos intentions  Votre image est réduite à une étoile à mes yeux et aux yeux de nombreux consommateurs déçus comme moi  J ai perdu 3 heures de sommeil le premier jour  Nhar Lek hal machi l Ekbir  et je n ai rien réussi à acheter malgré le fait que j ai sélectionné des produits dans le panier et je suis passé à l étape de validation  À ce moment tout s est arrêté pendant 7 minutes environ  Le serveur donnait des messages d erreurs  Quand j ai eu la main à nouveau mon panier était vide et tous les produits étaient   out of stock       ,1,2017-11-25 13:14:00,0,0,10,0,0,0,N/A,N/A
profile.php?id=790943100,شوهتوا فهاد النهار لكبير  واش بغيتي تدير اشهار بالكذوب  كنت مكوموندي 50 هاتف انفينيكس جملة المهم شوفو ليمن تبيعوهم ,1,2017-11-24 00:23:00,0,0,3,0,0,0,N/A,N/A
profile.php?id=835264682,Arnaqueurs  Service Client nul  produit de contre façon et j en passe ,1,2017-11-24 14:51:00,0,0,0,0,0,0,N/A,N/A
psy.louna,Hchouma lkdoub 3la nass tahed machra chi haja lyoum ,2,2017-11-24 01:09:00,0,0,1,0,0,0,Female,N/A
qarbalahmed,mauvais mauvais mauvais mauvais mauvais ,1,2017-11-25 20:32:00,0,0,0,0,0,0,Male,N/A
que.hwa,Gooooooooooooooooooooooooooood ,5,2017-11-12 19:15:00,0,0,1,0,0,0,Male,"Casablanca, Morocco"
rabha.elhaddaoui,c que d emitation vous ne vendez pas l original ,1,2017-11-11 01:44:00,0,0,0,0,0,0,Female,"Casablanca, Morocco"
rabiaa.marhoum,Que des arnaques  pour moi j en suis plus intéressée ,1,2017-11-24 19:10:00,0,0,0,0,0,0,Female,"Casablanca, Morocco"
rabie.abdelrhafor,Mauvais Mauvais Mauvais Mauvais Mauvais ,1,2017-11-24 00:11:00,0,0,0,0,0,0,Male,"New York, New York"
rabieromio,موقع غير موثوق يستحمر زبنائه                      ,1,2017-11-26 01:03:00,0,0,0,0,0,0,Male,"Ksar Es Sghir, Tetouan, Morocco"
r.abousalim,Une société qui ne fait que répandre le bad buzz dans le milieu du e commerce marocain  Ils mettent un article en promo pour au moins 2 millions d acheteurs potentiels    c est quoi ce délire ,1,2017-11-27 17:12:00,0,0,4,0,0,0,Male,Temara
racha.ahrich,so9 monasib jidan 3andi tajribat xirae m3a jumia raw3a kansah nas bjumia ,5,2017-11-17 18:38:00,0,0,0,0,0,0,Female,"Tangier, Morocco"
rachdy.m,اول وحديين تيديرو بلاك فريداي ل ليكوش ههه ,1,2017-11-14 09:45:00,0,0,0,0,0,0,Male,"Agadir, Morocco"
rachid.boukari.16,C nullll nuuuuuuuuul nuuuuuuuuul ,5,2017-11-31 15:46:00,0,0,0,0,0,0,Male,N/A
rachid.dahhane.5,J espère que vous ouvrez un magasin a la ville de Settat  ,4,2017-11-17 10:35:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
rachid.hatim1,        Attention  Ne jamais acheter sur ce site          J ai pourtant appelé le service client  qui m a presque rit au nez  en disant nous somme une place de marché    Bref  autant aller acheter au souk 9bel maygoulha lik houma kima galou lia Service client déplorable,1,2017-11-05 19:53:00,0,0,6,0,0,0,Male,N/A
rachid.lbacha,صافي بلوكيتو تاني التطبيق باش تفرقو السلعة بيناتكم اوا بالصحة و الرحة ا الاخوان لي خدامين فجوميا تستاهلو حنا غير دمادم لي تايقين  فيكم كنتمنى لكم الافلاس من كل قلبي ,1,2017-11-24 00:22:00,0,0,1,0,0,0,Male,Salé
rachid.rebel.7,درت واحد اشهار كبير على جيمياا ا بلاك فراديال    ناس مساكن لمعندهمش تاااقو امشاو قيقلبو كيفاش ثلاج ب 400 درهم    في أخيىر نحن شباب لعارفين بلي بلاك فراظاي هوا راه ثلاجة وحدة لكاينا   او سمارت فون واحد لكين     حيث بزلف عليكم ديرو عشرة من كل حاجة بذلك ثمن    إذن بنسبا ليا نصب الحتيال     هدسي كيبينو بلي تقرينا 70 في 100 عطاوكم نجم او نجمتين    ,1,2017-11-24 08:41:00,0,0,3,0,0,0,Male,"Kenitra, Morocco"
rachid.richard.77,ضحكتو علينا ,1,2017-11-24 22:41:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
rafik.km,u did a great work forcing people to download ur application   ,1,2017-11-24 01:09:00,0,2,0,0,0,0,N/A,"Ifrane, Morocco"
rafik.sadiq,Salam merci de passé ma réclamation consernent la commande 302646946  j ai demander Numero de 42 mais je trouvé que il est moin de 42  ,1,2017-11-08 21:58:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
rais.ahmed.14661,J attend votre live mais jusqu à présent je note 5 étoiles faites moi gagner     ,5,2017-11-25 10:54:00,0,0,0,0,0,0,Male,"Anfa-Supérieur, Casablanca, Morocco"
raissouni.ilyas,Une grande arnaque  j ai sélectionné un produit a 00h00 et quand g voulu confirmer l achat l application s est planté plus de 100 fois et les articles sont épuisés après,1,2017-11-24 00:34:00,0,0,7,0,0,0,Male,"Casablanca, Morocco"
raja.felbaaal,des arnaqueurs  Allah ymsekhkoum liyawm eddin ,1,2017-11-24 13:35:00,0,0,0,0,0,0,N/A,"Kenitra, Morocco"
Ralbsin,Everything that you need in the right time in the right place  Perfect ,5,2017-11-24 23:21:00,0,0,0,0,0,0,Male,"Taguelft, Azilal, Morocco"
RamziAbdell,Juste un mot   Arnaque    Jumia prend les gens pour des cons   ,1,2017-11-24 00:41:00,0,0,0,0,0,0,Male,N/A
ramzi.essmaoui,Merci Jumia j ai beaucoup aimé ,5,2017-11-13 01:29:00,0,0,0,0,0,0,Male,N/A
rania.ghizlane.9,Service vraiment nul même le service de teleconseiler ,1,2017-11-27 12:46:00,0,0,1,0,0,0,Female,N/A
rania.sibbih,Nul                        ,1,2017-11-24 15:07:00,0,0,0,0,0,0,Female,Meknes Morocco
rayan83maroc,C est que de l arnaque y a pas de black Friday wach hbalto ys7abkoum l Europe hada wla F lmaghrib kayn ghir nassaba,1,2017-11-24 00:21:00,0,0,0,0,0,0,Male,"Agadir, Morocco"
rayan.chiboub.98,Sérieusement  vous êtes une bande de menteurs et d arnaqueurs  j ai envie de vous crasher à la gueule putin,1,2017-11-29 15:29:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
rayan.ketua,arnaque arnaque arnaque arnaque arnaque arnaque arnaque arnaque arnaque arnaque arnaque arnaque arnaque arnaque,1,2017-11-25 19:14:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
realyassineassafi,Vos stratégies se sont coupées les veines une fois vous vous êtes moqué de Raghib Amine ,1,2017-11-25 13:48:00,0,0,1,0,0,0,Male,"Casablanca, Morocco"
reda.houache,Les plus gros arnaqueurs du Maroc ,1,2017-11-24 19:52:00,0,0,2,0,0,0,Male,N/A
redouane.mansour,De l arnaque  ,1,2017-11-24 01:25:00,0,0,0,0,0,0,Male,N/A
redouane.moulay.1,Merci Jumia pour l arnaque du black friday vous prenez vos clients pour des cons dommages,1,2017-11-25 22:19:00,0,0,2,0,0,0,Male,N/A
redouane.rayess,مكتستهلوش حتى ١ بزاف عليكم ا حديدان الحريمي ,1,2017-11-24 00:44:00,0,0,2,0,0,0,Male,"Rabat, Morocco"
redouan.rami.9,ولينعلطبنمكم اولاد القحاب كتضحكو علي شعب حمار  خاصنا نحاربو ديلمكم انفوا بوغ توت ,1,2017-11-24 21:19:00,0,0,0,0,0,0,Male,N/A
RedStorm.Wac,SCAM     ARNAQUE tout simplement ,1,2017-11-25 09:05:00,0,0,0,0,0,0,N/A,N/A
reyda.ait.bougoulla,Jumia  Jumia c est 2M INTERNATIONALE Cryptée qui refais surface   Eh oui  La liquidation des entreprises a stoppé  C est e miracle  On a pas tout foutu en l air pour s offrir du soleil en Californie Docteur  Preuve  c est Jumia  Jumia c est Dance Avec Les Loups  Jumia c est le miracle de la folie  Jumia c est le service cinq étoile tout prés de chez soi     See More ,5,2017-11-26 02:40:00,0,0,1,0,0,0,Male,Oulad Teima
riad.elbaroudi.9,Vous vous foutez de la gueule des gens vrmt un niveau trės bas   ,1,2017-11-24 13:25:00,0,0,0,0,0,0,Male,Marrakech
rida.elkamali,Demande d avance qui a été faite puis annulation pour non disponibilité et attendre le remboursement  Vous êtes vraiement nuls ,1,2017-11-07 18:55:00,0,0,1,0,0,0,N/A,Marrakech
rida.yat.39,wlad lahram wach makat5afoch lah lah en3al lkadab li hatkom awlad nas bghit kolchi ehayad jaime man had page rah hi kaykadbo 3likom,1,2017-12-01 00:33:00,0,0,0,0,0,0,Male,Er Rachidia
Riimm.seban,Ntoumaa akbaar kddabaa a jjumia vous êtes 0 ,1,2017-11-24 00:25:00,0,0,0,0,0,0,Female,"Agadir, Morocco"
riim.sam,      Jumia lkadaba           ,1,2017-11-24 08:46:00,0,0,1,0,0,0,Female,N/A
rime.fassel,Hhhhh   g t sur l application à minuit   et ça beug tt le temps   g mme pas pu consulter les offres   je veux juste savoir prq vous mentez au gens         ,1,2017-11-24 00:20:00,0,0,0,0,0,0,Female,Grasse
Rim.Rachidi2, Foutage de gueule   en 1 sec tous les produits sont en solde out  celui que jai pu shopper me l ont pris de mon panier et l ont grisé pour que ca soit en rupture de stock     Si vous n êtes pas capable d assumer une offre  ne la proposez pas tout simplement  yen a assez des pub mensongères nous ne sommes pas des pigeons STOP     de ma part je supprime l appli et je ne ferais plus aucun achat  boycotjumia,1,2017-11-24 19:23:00,0,0,5,0,0,0,Female,N/A
rokia.berrada,كدووووووووووووبببببببببببببببب ,1,2017-11-24 19:11:00,0,0,0,0,0,0,Female,Ouarzazate
rose.rosine.58,C est que de l arnaque les vente flaches sur l application A partir de 0h00 il y a que ce message d erreur qui s affiche après avoir actualiser N fois   ,1,2017-11-24 00:32:00,0,0,0,0,0,0,Female,N/A
roudi.smail,لا للإستحمار و تضليل الشعب المغربي  إن لم تستحي فافعل ماشئت ,1,2017-11-27 13:24:00,0,0,1,0,0,0,N/A,N/A
rreda97,La merde hhhhhhhhhhhhhhhhhhhhhhh ,1,2017-11-24 20:25:00,0,0,1,0,0,0,Male,"Tangier, Morocco"
ryma.birhga,Commande reçue le lendemain  le livreur m a contacté avant de passer et le produit est identique à la photo    Bref  c est top  ,5,2017-11-29 12:17:00,0,0,2,0,0,0,Female,"Casablanca, Morocco"
saad.afakhri,C est une grande arnaque J ai eu des articles dans le panier puis vous me les enlever     ,1,2017-11-24 22:45:00,0,0,0,0,0,0,N/A,N/A
saad.elmeknassi.1,Est ce que vous savez que plus de 99  des clients sont déjà connectés sur l application ou le site 10 ou 5 minutes avant minuit  Donc logiquement  si les serveurs doivent se planter suite à une surcharge  c est à ce moment là que ça doit arriver et non pas à minuit pile    Vous ne savez même pas comment fabriquer un mensonge bien ficelé  Ça prouve que vous êtes des amateurs et vos ingénieurs qui vous ont fait croire que c était une bonne astuce le sont aussi bien que vous   Après bon je sais que l événement reste quand même un succès pour vous    Mais bonne chance pour regagner la confiance de vos clients   ,1,2017-11-25 12:22:00,0,0,7,0,0,0,Male,"Rabat, Morocco"
saad.fnine,Escroquerie et arnaque  Hamdullah ce que vous appelez Black Friday est votre jour de décès   ,1,2017-11-27 10:02:00,0,0,0,0,0,0,Male,N/A
saad.ismailialaoui.1,Le Black Friday est une grosse arnaque sur Jumia     ,1,2017-11-25 03:57:00,0,0,0,0,0,0,Male,"Rabat, Morocco"
saad.kh.315,C est vraiment De l arnaque    ,1,2017-11-25 01:32:00,0,0,0,0,0,0,Male,Salé
saad.yazid.18,C est juste dégueulasse d arnaquer les gens comme ça avec vos offres de black friday très decu,1,2017-11-24 00:36:00,0,0,1,0,0,0,Male,"Casablanca, Morocco"
saam.eis,You not deserve even this one star for how you give to people a fake date about the black friday and in the end there is no poduct for buying    You just want people to open your app for the traffic,1,2017-11-24 01:03:00,0,0,0,0,0,0,Male,Salé
sabir190,فينهم الناس نتاع جيميا اقولو لينا اش هادشي  دارو ا لاشهار ف التلفزة  ا كون دارو هادشي ف شي محل اكون ترا بحال ل ترا ف صويرة  الكين الفرق ان بعد ف الصويرة كاين ش حجا  هاد جماعة الشفارة محطو لنا غير التصاور  وا حتا بومبسرس غاليك سلا  الله البسو للمدير ديال جيميا او كول واحد ساهم من قريب او بعيد في هد المهزلة   حسبنا الله في هاد الناس  ,1,2017-11-24 12:32:00,0,0,1,0,0,0,Male,N/A
sabir.chraibi,Vous êtes des arnaqueurs ça été vraiment une mauvaise expérience d achat  qui va plus se reproduire et je ferai de mon mieux pour que d autres personnes ne soient pas victime   ,1,2017-11-25 10:18:00,0,0,0,0,0,0,Male,N/A
sabir.usef.9,liiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiies ,1,2017-11-24 15:46:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
Sabri.Isam,nsaba                             ,1,2017-11-26 22:30:00,0,0,0,0,0,0,Male,"Agadir, Morocco"
sadki.moughitos,That s not marketing that s fucking shit lie 3awdo drso stratégie dielkom ,1,2017-11-25 21:33:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
safaa123,Vous êtes qu une bande d arnaqueurs ila ma9adinch 3la chi hajaa matla7ouuch liha hadechi kbiir 3likoum mat9edrouch tgerew le site wla cherel kter 3likoum insa7ibou,1,2017-11-24 12:19:00,0,0,8,0,0,0,N/A,Meknes
SafSafa01,Nul sauf des mensonges         ,1,2017-11-27 16:06:00,0,0,0,0,0,0,Male,Meknes
sagha.el.9,                       ,1,2017-11-25 12:06:00,0,0,0,0,0,0,Female,"Agadir, Morocco"
saghir.jaafari,Votre black c est de l arnaque ,1,2017-11-24 00:08:00,0,0,1,0,0,0,Male,"Casablanca, Morocco"
saharashopk,اکبر موقع للنصب بالمغرب  سلعتهم كاملة كدوب بغيت نرجع السلعة حتا واحد مابقا بغا يجاوبني ,1,2017-11-25 10:49:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
sahar.manola,J ai demandé des articles et quand j ai reçu c était nul par apport des photos qui sont lancés,1,2017-12-02 13:19:00,1,0,0,0,0,0,Female,N/A
saida.haddad.792,جميل ,5,2017-11-25 18:57:00,0,0,0,1,0,0,Female,N/A
said.aitsalm.12,zwaml wlad l3ahirat 9wawid hhhh 9wdtoha ,1,2017-11-24 00:53:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
Said.Anami.7121,fackkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1,2017-11-24 20:19:00,0,0,0,0,0,0,Male,"Agadir, Morocco"
saidch,Tous les produits sont made in China ,1,2017-11-06 20:26:00,0,0,1,0,0,0,Male,"Parma, Italy"
said.chraf,site scam fuck fuckkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1,2017-11-24 01:07:00,0,0,0,0,0,0,Male,Marrakech
said.elfatmi,black friday d lkdoub makayn la tkhfid la walo ghir l9walb ,1,2017-11-13 00:27:00,0,0,0,0,0,0,Male,N/A
said.k.forever,كدوووب ماكاين لاا  nhar kbir لا والو ,1,2017-11-23 00:51:00,0,0,0,0,0,0,Male,"Casa Blanca Hacienda, Lambayeque, Peru"
said.nassar.184,كتنصبو على بنادم الله ينعل ليكم الواليدين ياشفارا ,1,2017-11-24 13:56:00,0,0,0,0,0,0,Male,"Asfi, Safi, Morocco"
said.winners.5,wlad l97abbbb ya zwaml kolcji idir no j aime ,1,2017-11-24 00:30:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
salah.cyclop,Si vous apporter les smartphones de la marque Xiaomi  vous allez occuper tout le marché de téléphonie  le meilleur rapport qualité prix,4,2017-11-15 13:19:00,0,0,1,0,0,0,Male,"Casablanca, Morocco"
salah.dine.75491,Chafara kada7koo 3la lbachar Bach trab7o 3la dharhoul ,1,2017-11-24 19:09:00,0,0,0,0,0,0,Male,"Casablanca, Morocco"
Salah.Eddine.EOD,The worst app in the fucking universe   liars   don t recommend it at all   0 star from all Moroccan   Assholesssssss,1,2017-11-24 00:49:00,0,0,0,0,0,0,Male,Marrakech
salah.edii.1,0,1,2017-11-24 01:11:00,0,0,0,0,0,0,Male,N/A
salah.eloujdi.98,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh ,5,2017-11-18 15:54:00,0,0,0,0,0,0,Male,"Oudja, Oujda, Morocco"
salahessalhi06,Arnaqueuuuuuuuuuuuuuuuuuuuuuur ,1,2017-11-24 21:18:00,0,0,0,0,0,0,N/A,"Agadir, Morocco"
salam.ahmad.3705157,Vous êtes des arnaquers   stock out f la 1ere minute je suis conecte sur le site avant minuit ,1,2017-11-24 00:28:00,0,0,1,0,0,0,Female,N/A
saliha.elouafi,arnaque a 100 100 que des mensenges vs meritiez 0 etoile   ,1,2017-11-24 22:44:00,0,0,0,0,0,0,Female,N/A
salima.ryad.1,Pkoi les mensonges   Pkoi l arnaque    ,1,2017-11-24 13:20:00,0,0,0,0,0,0,Female,"Rabat, Morocco"
salim.katif,Pas bien organisé     ,1,2017-11-24 21:41:00,0,0,0,0,0,0,Male,N/A
salmaabhd,I heard people saying they couldn t buy anything at the start of the black friday  it s just a scheme ,1,2017-11-24 08:55:00,0,0,1,0,0,0,Female,N/A
salma.amrani.330,Ghi malqit  5 bach n7tha likol rakol 0000 departement marketting 3ndkol 0 vois merdez des milliers de cloent bhad les lensanges dialkom le black friday hhh hadi kdbt avril f novembre   Hal3ar wriwni ghi chkoun listafd mn dakchi       ,1,2017-11-24 20:17:00,0,0,0,0,0,0,Female,"Agadir, Morocco"
salma.cartier.OUMALLAL,VOTRE BLACK FRIDAY sera black au vrai sens du terme  TOUS VOS CLIENTS ET TOUS LES GENS QUE VOUS AVEZ PRIS POUR DES CONS VONT LAISSER DES AVIS NÉGATIFS  SUPPRIMER VOTRE APPLICATION  VOUS BOYCOTTER ET COMMANDER SANS PAYER À LA LIVRAISON  Ça vous apprendra  Une bande d adolescents qui gèrent une société de merde  qui publient des mensonges dans le but de se foutre de la gueule des gens   Apprêtez vous a des surprises demain    tout un groupe de 15 000 filles  est prêt à rendre votre friday inoubliable          ,1,2017-11-24 01:17:00,0,0,2,0,0,0,Female,"Tangier, Morocco"
salma.chaoukijamai,Presque 3 ans que j achète de jumia Meilleurs produits  meilleur service après vente,5,2017-11-13 19:12:00,0,0,0,0,0,0,Female,"New Fes, Fès, Morocco"
salma.kabroussi,Je vais modifier mon avis parce que vraiment j ai eu 2 mauvaises expériences dernièrement la première fois j avais commandé une montre soldée et après 5 jours je reçois un émail pour me dire que la commande à été annulée et pour cause la rupture de stock alors qu on pouvait me le dire plus tôt et la deuxième fois j ai re commandé une autre  j ai reçu 2 ou 3 fois des SMS m informant qu elle serait livrée dans la journée et je reçois rien du tout avec un appel du livreur soi disant je fais pas partie de la zone où il livre quand je l appelle huit jours après la commande il me dit tu l as recevras je l ai confié à un autre heureusement que je n ai pas payé par carte sinon je n aurai eu ni mon argent ni l article commandé et Franchement je n ai plus confiance en ce site soi disant leader du ecommerce,1,2017-11-14 00:20:00,0,0,0,0,0,0,Female,N/A
salma.ouaket,J ai reçu la livraison dans un délai de 48h et c etais excellent   Merci   ,5,2017-11-25 11:50:00,0,0,0,0,0,0,Female,"Casablanca, Morocco"
salma.salma55555,La merde des menteurs la   ,1,2017-11-25 21:09:00,0,0,0,0,0,0,Female,"Casablanca, Morocco"
salmii98,ويييييع اللينطبونمكم ,1,2017-11-25 22:00:00,0,0,0,0,0,0,Male,Meknes
salssabil.belkouch,Dommage  on peut pas noter 0  ,1,2017-11-24 09:23:00,0,0,0,0,0,0,Female,"Rabat, Morocco"
salwa.bismillah,Jumia  que de l arnaque       ,1,2017-11-24 08:10:00,0,0,1,0,0,0,Female,"Rabat, Morocco"
sam.castanza.58,Rip off arnaque                ,1,2017-11-26 02:20:00,0,0,0,0,0,0,Male,N/A
samir.abosamra.75,كدوب وتلاعب كدوب وتلاعب كدوب وتلاعب ,1,2017-11-29 09:34:00,0,0,0,0,0,0,Male,"Agadir, Morocco"
samira.carbiener,عندهم كلمة كتوصل لاكومند ديالك فلوقت ,5,2017-11-25 11:13:00,0,1,0,0,0,0,Female,"Agadir, Morocco"
sami.ranimob.3,Une bande des voleurs  J ai porté plainte contre eux  ,1,2017-11-27 06:26:00,0,0,1,0,0,0,Male,N/A
